building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone,priority_score,priority_level
B148965,unknown,,,17.3650754,78.5068211,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148966,unknown,,,17.3652305,78.5068404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148967,unknown,,,17.365326,78.5066817,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148968,unknown,,,17.3651151,78.5066323,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148969,unknown,,,17.3652695,78.5066478,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148970,unknown,,,17.365277,78.5065699,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148971,unknown,,,17.3650534,78.5065805,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148972,unknown,,,17.3649452,78.5064811,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148973,unknown,,,17.3648949,78.506157,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148974,unknown,,,17.3650024,78.5061455,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148975,unknown,,,17.365137,78.5061269,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148976,unknown,,,17.3651213,78.5062647,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148977,unknown,,,17.3651312,78.5063284,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148978,unknown,,,17.3651551,78.5061801,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148979,unknown,,,17.3651692,78.5060815,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148980,unknown,,,17.3653373,78.5060115,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148981,unknown,,,17.3652906,78.5062096,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148982,unknown,,,17.3655312,78.5061509,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148983,unknown,,,17.3658813,78.506242,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148984,unknown,,,17.3656892,78.5062863,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148985,unknown,,,17.365422,78.5065601,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148986,unknown,,,17.3654652,78.5064559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148987,unknown,,,17.365419,78.5064434,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148988,unknown,,,17.3653318,78.5063194,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148989,unknown,,,17.3653218,78.5065021,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148990,unknown,,,17.3653478,78.5067082,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148991,unknown,,,17.3653122,78.5068995,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148992,unknown,,,17.3657016,78.5070239,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148993,unknown,,,17.3655559,78.5070774,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148994,unknown,,,17.3658235,78.5071349,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148995,unknown,,,17.3657061,78.5067885,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148996,unknown,,,17.3659983,78.5066953,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148997,unknown,,,17.3659871,78.5068547,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148998,unknown,,,17.3659657,78.5070845,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B148999,unknown,,,17.3660328,78.5071585,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149000,unknown,,,17.3661976,78.5072316,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149001,unknown,,,17.36636,78.5071844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149002,unknown,,,17.3662449,78.5069452,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149003,unknown,,,17.3661411,78.5069151,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149004,unknown,,,17.3661238,78.5067467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149005,unknown,,,17.3662707,78.5067223,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149006,unknown,,,17.3662708,78.5065557,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149007,unknown,,,17.3662765,78.5063904,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149008,unknown,,,17.3661073,78.5065117,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149009,unknown,,,17.3662205,78.5065171,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149010,unknown,,,17.3659884,78.5064869,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149011,unknown,,,17.3660133,78.5062882,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149012,unknown,,,17.366152,78.5059752,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149013,unknown,,,17.3661381,78.5063903,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149014,unknown,,,17.3662969,78.5062525,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149015,unknown,,,17.3662881,78.5063233,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149016,unknown,,,17.3663164,78.505896,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149017,unknown,,,17.3663088,78.5060124,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149018,unknown,,,17.36616,78.5056981,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149019,unknown,,,17.3659511,78.5056836,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149020,unknown,,,17.3659606,78.5055454,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149021,unknown,,,17.36586,78.5056976,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149022,unknown,,,17.3659727,78.5058462,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149023,unknown,,,17.3659946,78.5058957,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149024,unknown,,,17.365959,78.5059384,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149025,unknown,,,17.3658345,78.5059294,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149026,unknown,,,17.3655371,78.505698,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149027,unknown,,,17.3653292,78.5059388,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149028,unknown,,,17.3655195,78.5057198,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149029,unknown,,,17.3654494,78.5054507,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149030,unknown,,,17.3656728,78.5055422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149031,unknown,,,17.3655206,78.5054448,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149032,unknown,,,17.365658,78.5056616,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149033,unknown,,,17.3657198,78.5051356,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149034,unknown,,,17.3656536,78.5051082,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149035,unknown,,,17.3655116,78.505335,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149036,unknown,,,17.365267,78.505297,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149037,unknown,,,17.3652741,78.5048339,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149038,unknown,,,17.3656418,78.5049571,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149039,unknown,,,17.3656234,78.5050885,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149040,unknown,,,17.3657497,78.5050748,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149041,unknown,,,17.3657763,78.5049279,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149042,unknown,,,17.3660366,78.5050212,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149043,unknown,,,17.3658158,78.505376,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149044,unknown,,,17.3660908,78.5052653,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149045,unknown,,,17.3663688,78.5054742,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149046,unknown,,,17.3663744,78.5048783,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149047,unknown,,,17.3666251,78.5049013,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149048,unknown,,,17.3665116,78.5053228,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149049,unknown,,,17.3666828,78.5052711,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149050,unknown,,,17.3667942,78.5053023,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149051,unknown,,,17.3667401,78.5049225,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149052,unknown,,,17.3668547,78.5049496,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149053,unknown,,,17.367088,78.5049903,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149054,unknown,,,17.367223,78.5050063,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149055,unknown,,,17.3673219,78.5050001,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149056,unknown,,,17.3674875,78.5049739,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149057,unknown,,,17.3673503,78.5053587,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149058,unknown,,,17.3671904,78.5053392,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149059,unknown,,,17.3670768,78.5053227,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149060,unknown,,,17.3670069,78.5052467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149061,unknown,,,17.3669976,78.5053256,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149062,unknown,,,17.3670513,78.5054154,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149063,unknown,,,17.3670642,78.505508,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149064,unknown,,,17.3670235,78.5056201,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149065,unknown,,,17.3670009,78.5057531,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149066,unknown,,,17.3671757,78.5056478,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149067,unknown,,,17.3671838,78.5055286,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149068,unknown,,,17.3673266,78.5054993,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149069,unknown,,,17.3674947,78.5056538,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149070,unknown,,,17.3673013,78.505734,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149071,unknown,,,17.3673158,78.5056074,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149072,unknown,,,17.3672876,78.5058379,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149073,unknown,,,17.3675122,78.505757,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149074,unknown,,,17.3674734,78.505869,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149075,unknown,,,17.3674734,78.5059824,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149076,unknown,,,17.3672987,78.5059399,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149077,unknown,,,17.3671352,78.5059223,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149078,unknown,,,17.3671483,78.5057766,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149079,unknown,,,17.366977,78.5058893,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149080,unknown,,,17.3667138,78.5060319,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149081,unknown,,,17.3667087,78.5058063,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149082,unknown,,,17.3667202,78.50561,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149083,unknown,,,17.3665231,78.5055471,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149084,unknown,,,17.3664813,78.505779,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149085,unknown,,,17.3666191,78.5057844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149086,unknown,,,17.366435,78.5060378,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149087,unknown,,,17.3666488,78.5062316,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149088,unknown,,,17.3668848,78.5061236,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149089,unknown,,,17.366917,78.5063328,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149090,unknown,,,17.3668527,78.5063147,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149091,unknown,,,17.3668811,78.5065163,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149092,unknown,,,17.3666146,78.5065811,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149093,unknown,,,17.3665418,78.5063016,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149094,unknown,,,17.366381,78.5065581,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149095,unknown,,,17.3665715,78.5067911,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149096,unknown,,,17.3665571,78.5069154,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149097,unknown,,,17.3665382,78.5070104,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149098,unknown,,,17.3665386,78.5071721,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149099,unknown,,,17.3667768,78.5069401,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149100,unknown,,,17.3667495,78.507072,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149101,unknown,,,17.3667117,78.5072493,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149102,unknown,,,17.3668905,78.5070185,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149103,unknown,,,17.3667882,78.5068556,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149104,unknown,,,17.3667955,78.5067415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149105,unknown,,,17.3668143,78.506654,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149106,unknown,,,17.3669158,78.5068329,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149107,unknown,,,17.3670537,78.5067841,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149108,unknown,,,17.3671613,78.5068646,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149109,unknown,,,17.3670932,78.5068929,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149110,unknown,,,17.3670197,78.5069302,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149111,unknown,,,17.3673282,78.5069959,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149112,unknown,,,17.3674001,78.5069453,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149113,unknown,,,17.367313,78.5070099,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149114,unknown,,,17.367385,78.5069546,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149115,unknown,,,17.3674369,78.5069147,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149116,unknown,,,17.3672875,78.5066734,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149117,unknown,,,17.3674176,78.506428,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149118,unknown,,,17.367325,78.5064248,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149119,unknown,,,17.3672336,78.5064258,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149120,unknown,,,17.3673643,78.5065771,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149121,unknown,,,17.3670431,78.5065315,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149122,unknown,,,17.3670645,78.5064305,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149123,unknown,,,17.3669253,78.5063635,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149124,unknown,,,17.3671658,78.5064119,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149125,unknown,,,17.3671758,78.5062817,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149126,unknown,,,17.3670817,78.5062883,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149127,unknown,,,17.3669806,78.5063496,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149128,unknown,,,17.3670939,78.5061629,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149129,unknown,,,17.3671396,78.5060298,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149130,unknown,,,17.3672621,78.5063052,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149131,unknown,,,17.3673424,78.5063067,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149132,unknown,,,17.3674284,78.5063283,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149133,unknown,,,17.3673809,78.5061399,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149134,unknown,,,17.3674234,78.5060171,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149135,unknown,,,17.367721,78.5062854,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149136,unknown,,,17.3680308,78.5061488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149137,unknown,,,17.3679071,78.5061176,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149138,unknown,,,17.3678699,78.5062714,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149139,unknown,,,17.3677489,78.506356,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149140,unknown,,,17.3680904,78.5064151,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149141,unknown,,,17.3680007,78.5064998,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149142,unknown,,,17.3677089,78.5063844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149143,unknown,,,17.3676466,78.5066922,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149144,unknown,,,17.3675122,78.5069014,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149145,unknown,,,17.3674352,78.5069374,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149146,unknown,,,17.3674908,78.5069082,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149147,unknown,,,17.3677408,78.5070189,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149148,unknown,,,17.3676501,78.5070268,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149149,unknown,,,17.3679625,78.5068877,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149150,unknown,,,17.367825,78.5069258,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149151,unknown,,,17.3678157,78.5067555,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149152,unknown,,,17.3679483,78.5067832,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149153,unknown,,,17.3682439,78.5069732,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149154,unknown,,,17.3681276,78.5069611,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149155,unknown,,,17.3680613,78.5068482,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149156,unknown,,,17.3683454,78.5069555,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149157,unknown,,,17.3684253,78.5069586,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149158,unknown,,,17.3684938,78.5069532,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149159,unknown,,,17.368594,78.5069539,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149160,unknown,,,17.368353,78.5068291,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149161,unknown,,,17.3684444,78.5068396,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149162,unknown,,,17.3683759,78.5066126,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149163,unknown,,,17.3684205,78.5066522,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149164,unknown,,,17.3686044,78.5063802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149165,unknown,,,17.3684002,78.5065747,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149166,unknown,,,17.3682559,78.5065501,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149167,unknown,,,17.3679969,78.5065366,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149168,unknown,,,17.3681494,78.5065483,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149169,unknown,,,17.36821,78.5063504,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149170,unknown,,,17.3683137,78.5062864,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149171,unknown,,,17.3680426,78.506136,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149172,unknown,,,17.3681082,78.5061111,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149173,unknown,,,17.368195,78.506032,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149174,unknown,,,17.3684791,78.5060932,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149175,unknown,,,17.3684132,78.5062113,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149176,unknown,,,17.3685944,78.5062496,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149177,unknown,,,17.3686082,78.5061715,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149178,unknown,,,17.3685391,78.5060566,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149179,unknown,,,17.3684773,78.5060624,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149180,unknown,,,17.368491,78.5058024,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149181,unknown,,,17.368583,78.5058661,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149182,unknown,,,17.3685147,78.5055932,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149183,unknown,,,17.3682062,78.5057434,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149184,unknown,,,17.3682499,78.5059956,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149185,unknown,,,17.3682057,78.5060355,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149186,unknown,,,17.3679575,78.5060424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149187,unknown,,,17.3679515,78.5058726,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149188,unknown,,,17.3677808,78.5058283,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149189,unknown,,,17.3677975,78.5060451,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
