building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone,priority_score,priority_level
B149190,unknown,,,17.3676163,78.5058815,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149191,unknown,,,17.3678574,78.5055186,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149192,unknown,,,17.367857,78.505664,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149193,unknown,,,17.3678415,78.5054121,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149194,unknown,,,17.3675309,78.5054596,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149195,unknown,,,17.3676548,78.5051901,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149196,unknown,,,17.3675858,78.5050679,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149197,unknown,,,17.3679522,78.5051391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149198,unknown,,,17.3679394,78.5049022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149199,unknown,,,17.3682739,78.5049097,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149200,unknown,,,17.3681877,78.5052148,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149201,unknown,,,17.3680901,78.5051354,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149202,unknown,,,17.368428,78.5049054,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149203,unknown,,,17.3684754,78.5046722,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149204,unknown,,,17.3683977,78.504651,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149205,unknown,,,17.3681049,78.5048869,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149206,unknown,,,17.3679882,78.5044935,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149207,unknown,,,17.3681277,78.5045361,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149208,unknown,,,17.3681107,78.5044822,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149209,unknown,,,17.3680661,78.5045333,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149210,unknown,,,17.3682023,78.5044355,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149211,unknown,,,17.3684793,78.5043411,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149212,unknown,,,17.3684624,78.5044608,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149213,unknown,,,17.3684834,78.5044109,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149214,unknown,,,17.3685114,78.5042203,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149215,unknown,,,17.3684547,78.5041094,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149216,unknown,,,17.3685248,78.5040314,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149217,unknown,,,17.3685158,78.5039214,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149218,unknown,,,17.3682606,78.5039053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149219,unknown,,,17.368062,78.503867,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149220,unknown,,,17.3682505,78.5040419,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149221,unknown,,,17.3682281,78.504214,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149222,unknown,,,17.3680757,78.5041632,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149223,unknown,,,17.3677364,78.504121,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149224,unknown,,,17.367741,78.5040677,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149225,unknown,,,17.367765,78.5036892,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149226,unknown,,,17.3677707,78.5039776,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149227,unknown,,,17.3677471,78.5037024,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149228,unknown,,,17.3677562,78.5038247,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149229,unknown,,,17.3675815,78.5040537,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149230,unknown,,,17.3677324,78.5040933,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149231,unknown,,,17.3674972,78.5042885,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149232,unknown,,,17.3674932,78.5044944,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149233,unknown,,,17.3675901,78.5045228,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149234,unknown,,,17.3676635,78.5044221,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149235,unknown,,,17.367694,78.5045382,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149236,unknown,,,17.3677069,78.5043272,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149237,unknown,,,17.3677241,78.5043873,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149238,unknown,,,17.3679659,78.5045466,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149239,unknown,,,17.3679828,78.5046212,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149240,unknown,,,17.3676452,78.5048781,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149241,unknown,,,17.3676847,78.5046996,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149242,unknown,,,17.3676983,78.5045803,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149243,unknown,,,17.3676555,78.5046936,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149244,unknown,,,17.3675337,78.5047203,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149245,unknown,,,17.367507,78.5048601,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149246,unknown,,,17.3673131,78.5047881,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149247,unknown,,,17.3673227,78.5046802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149248,unknown,,,17.3674324,78.5046958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149249,unknown,,,17.3673897,78.5044665,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149250,unknown,,,17.3672804,78.5044723,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149251,unknown,,,17.3671306,78.5044053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149252,unknown,,,17.3671157,78.5048208,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149253,unknown,,,17.3668583,78.5047521,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149254,unknown,,,17.3669007,78.5045971,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149255,unknown,,,17.3665233,78.5048291,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149256,unknown,,,17.3665305,78.5047379,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149257,unknown,,,17.36646,78.5045671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149258,unknown,,,17.3666362,78.5046941,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149259,unknown,,,17.3663971,78.5044807,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149260,unknown,,,17.3665626,78.5044401,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149261,unknown,,,17.3666724,78.5045497,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149262,unknown,,,17.3667832,78.504511,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149263,unknown,,,17.3669316,78.5044623,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149264,unknown,,,17.3669836,78.50423,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149265,unknown,,,17.3669728,78.5041138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149266,unknown,,,17.3667504,78.5041814,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149267,unknown,,,17.3664842,78.5041332,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149268,unknown,,,17.3664061,78.5041119,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149269,unknown,,,17.3665254,78.5039821,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149270,unknown,,,17.3665401,78.5038072,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149271,unknown,,,17.3665579,78.5037065,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149272,unknown,,,17.3668255,78.5037106,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149273,unknown,,,17.3667832,78.5038286,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149274,unknown,,,17.3667505,78.5039947,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149275,unknown,,,17.3670342,78.5037412,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149276,unknown,,,17.3670184,78.5038391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149277,unknown,,,17.3670251,78.5039334,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149278,unknown,,,17.366991,78.5040332,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149279,unknown,,,17.3671446,78.5042895,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149280,unknown,,,17.3671678,78.5041373,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149281,unknown,,,17.3672718,78.5042642,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149282,unknown,,,17.3674127,78.5042819,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149283,unknown,,,17.3674253,78.5040454,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149284,unknown,,,17.3673233,78.50389,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149285,unknown,,,17.3674335,78.5037748,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149286,unknown,,,17.3673581,78.5035813,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149287,unknown,,,17.3673446,78.5034946,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149288,unknown,,,17.3674862,78.5034993,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149289,unknown,,,17.3675036,78.5033824,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149290,unknown,,,17.3673934,78.5031281,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149291,unknown,,,17.3673789,78.5032443,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149292,unknown,,,17.367362,78.5033775,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149293,unknown,,,17.3671094,78.5032867,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149294,unknown,,,17.3671729,78.5030049,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149295,unknown,,,17.3669853,78.5032673,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149296,unknown,,,17.3670663,78.5034499,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149297,unknown,,,17.367053,78.5035671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149298,unknown,,,17.3670439,78.5036626,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149299,unknown,,,17.3668405,78.5035738,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149300,unknown,,,17.3668197,78.5034797,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149301,unknown,,,17.3665798,78.5035464,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149302,unknown,,,17.3664023,78.5035096,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149303,unknown,,,17.3664225,78.5034204,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149304,unknown,,,17.3665903,78.5034456,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149305,unknown,,,17.3666256,78.5032515,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149306,unknown,,,17.3664391,78.5033034,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149307,unknown,,,17.3667517,78.5032308,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149308,unknown,,,17.3668784,78.5032699,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149309,unknown,,,17.3668978,78.5030908,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149310,unknown,,,17.3667657,78.5030566,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149311,unknown,,,17.366352,78.5030935,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149312,unknown,,,17.366646,78.5027119,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149313,unknown,,,17.3663904,78.5027097,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149314,unknown,,,17.366545,78.5024554,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149315,unknown,,,17.3667418,78.5027304,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149316,unknown,,,17.3668379,78.5027052,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149317,unknown,,,17.366964,78.5026467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149318,unknown,,,17.3671087,78.5026409,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149319,unknown,,,17.3669371,78.5028026,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149320,unknown,,,17.3670139,78.5031019,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149321,unknown,,,17.3671288,78.5029084,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149322,unknown,,,17.3671066,78.5028518,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149323,unknown,,,17.3672743,78.5027922,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149324,unknown,,,17.3674296,78.5028165,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149325,unknown,,,17.3674373,78.5027433,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149326,unknown,,,17.3672632,78.5027054,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149327,unknown,,,17.3675733,78.5027959,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149328,unknown,,,17.3679033,78.5026827,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149329,unknown,,,17.3679386,78.5026601,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149330,unknown,,,17.3677678,78.5028688,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149331,unknown,,,17.3679053,78.5028889,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149332,unknown,,,17.3678928,78.5030013,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149333,unknown,,,17.3677208,78.5029493,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149334,unknown,,,17.367604,78.5029469,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149335,unknown,,,17.3675229,78.5031658,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149336,unknown,,,17.3676473,78.5032849,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149337,unknown,,,17.3677417,78.5033041,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149338,unknown,,,17.3675148,78.5032588,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149339,unknown,,,17.3676045,78.5034196,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149340,unknown,,,17.3675022,78.5035616,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149341,unknown,,,17.3678325,78.5034654,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149342,unknown,,,17.3678684,78.5033351,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149343,unknown,,,17.3678733,78.503215,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149344,unknown,,,17.3677768,78.5031764,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149345,unknown,,,17.3682005,78.5032501,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149346,unknown,,,17.3682101,78.5033947,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149347,unknown,,,17.3681821,78.5033846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149348,unknown,,,17.3682935,78.5036636,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149349,unknown,,,17.3682059,78.5034039,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149350,unknown,,,17.3684816,78.5035788,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149351,unknown,,,17.3683723,78.5035636,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149352,unknown,,,17.3684464,78.5034027,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149353,unknown,,,17.3685782,78.5030341,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149354,unknown,,,17.3684605,78.5030325,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149355,unknown,,,17.3683296,78.5029086,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149356,unknown,,,17.3682243,78.5029432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149357,unknown,,,17.3682754,78.5026731,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149358,unknown,,,17.3684408,78.5027462,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149359,unknown,,,17.3687771,78.5027512,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149360,unknown,,,17.3686093,78.5027728,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149361,unknown,,,17.3686974,78.5030106,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149362,unknown,,,17.3688291,78.5030441,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149363,unknown,,,17.3690533,78.5029779,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149364,unknown,,,17.3690772,78.5028246,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149365,unknown,,,17.3688958,78.5027963,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149366,unknown,,,17.3690775,78.5026296,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149367,unknown,,,17.3693611,78.5026132,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149368,unknown,,,17.3696165,78.5026808,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149369,unknown,,,17.3695974,78.5029846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149370,unknown,,,17.3693934,78.5029369,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149371,unknown,,,17.3692513,78.5028851,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149372,unknown,,,17.3691627,78.502864,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149373,unknown,,,17.3691814,78.5031305,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149374,unknown,,,17.3692455,78.5032093,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149375,unknown,,,17.3692927,78.5031964,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149376,unknown,,,17.3694944,78.5032077,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149377,unknown,,,17.3696455,78.5032281,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149378,unknown,,,17.3696096,78.5036761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149379,unknown,,,17.3694768,78.5036343,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149380,unknown,,,17.3692805,78.5034742,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149381,unknown,,,17.3692153,78.5035219,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149382,unknown,,,17.3692528,78.5036349,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149383,unknown,,,17.3690585,78.5037349,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149384,unknown,,,17.3689886,78.5036101,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149385,unknown,,,17.3690098,78.5035023,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149386,unknown,,,17.3690333,78.5031569,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149387,unknown,,,17.3690208,78.5033828,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149388,unknown,,,17.3687991,78.5031244,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149389,unknown,,,17.3686109,78.5033869,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149390,unknown,,,17.3689363,78.5039757,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149391,unknown,,,17.3688828,78.5038392,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149392,unknown,,,17.3689685,78.503746,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149393,unknown,,,17.3690899,78.5038955,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149394,unknown,,,17.3690495,78.5040887,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149395,unknown,,,17.3691743,78.5042676,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149396,unknown,,,17.3688879,78.5042031,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149397,unknown,,,17.3689104,78.5040779,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149398,unknown,,,17.3687143,78.5043324,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149399,unknown,,,17.3688609,78.5043358,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149400,unknown,,,17.3690448,78.5045955,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149401,unknown,,,17.3688036,78.5046784,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149402,unknown,,,17.3686694,78.5048737,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149403,unknown,,,17.3690509,78.5048395,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149404,unknown,,,17.3690443,78.5044691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149405,unknown,,,17.3690689,78.5043588,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B149406,unknown,,,17.3694423,78.5044855,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
