building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone
B084605,unknown,,,17.3976267,78.4504568,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084606,unknown,,,17.3975899,78.4502348,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084607,unknown,,,17.3977018,78.4502883,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084608,unknown,,,17.3978143,78.4503734,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084609,unknown,,,17.3977505,78.4505061,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084610,unknown,,,17.3976613,78.4507454,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084611,unknown,,,17.397554,78.4506996,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084612,unknown,,,17.3971129,78.4506844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084613,unknown,,,17.397125,78.450559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084614,unknown,,,17.3971307,78.4505163,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084615,unknown,,,17.39734,78.4504632,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084616,unknown,,,17.3972536,78.4501257,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084617,unknown,,,17.3972792,78.4502469,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084618,unknown,,,17.3970799,78.4500415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084619,unknown,,,17.3969068,78.4503456,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084620,unknown,,,17.3968297,78.450453,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084621,unknown,,,17.3970497,78.45052,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084622,unknown,,,17.3969934,78.4510465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084623,unknown,,,17.3968136,78.4512577,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084624,unknown,,,17.3971493,78.4510852,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084625,unknown,,,17.3971957,78.4513723,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084626,unknown,,,17.3971965,78.4511729,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084627,unknown,,,17.3972042,78.451332,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084628,unknown,,,17.397224,78.4513193,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084629,unknown,,,17.3972519,78.4513269,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084630,unknown,,,17.3972398,78.451252,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084631,unknown,,,17.3972963,78.4512193,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084632,unknown,,,17.3972487,78.4510643,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084633,unknown,,,17.3972342,78.4509593,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084634,unknown,,,17.3969876,78.4509395,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084635,unknown,,,17.3973371,78.4506846,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084636,unknown,,,17.3975206,78.4508457,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084637,unknown,,,17.3977345,78.4508107,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084638,unknown,,,17.3978283,78.4508599,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084639,unknown,,,17.3977693,78.4511804,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084640,unknown,,,17.397513,78.451346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084641,unknown,,,17.3974901,78.4513431,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084642,unknown,,,17.3975447,78.4511595,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084643,unknown,,,17.3975421,78.4510465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084644,unknown,,,17.3974328,78.4513354,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084645,unknown,,,17.3974656,78.4513361,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084646,unknown,,,17.3973882,78.4513234,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084647,unknown,,,17.3973223,78.4512744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084648,unknown,,,17.3973492,78.4514091,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084649,unknown,,,17.3973805,78.4513454,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084650,unknown,,,17.3974071,78.4514486,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084651,unknown,,,17.397393,78.4514663,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084652,unknown,,,17.3973298,78.4514991,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084653,unknown,,,17.3973799,78.4515376,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084654,unknown,,,17.3973322,78.4516191,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084655,unknown,,,17.3973741,78.4516631,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084656,unknown,,,17.3973848,78.4516027,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084657,unknown,,,17.3974376,78.4516803,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084658,unknown,,,17.3974492,78.4515713,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084659,unknown,,,17.3973869,78.4515085,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084660,unknown,,,17.3974651,78.4515608,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084661,unknown,,,17.3975372,78.4515826,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084662,unknown,,,17.3974719,78.451471,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084663,unknown,,,17.3975169,78.4514133,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084664,unknown,,,17.397518,78.4514228,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084665,unknown,,,17.3974727,78.451359,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084666,unknown,,,17.3975507,78.4514219,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084667,unknown,,,17.3976101,78.4514477,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084668,unknown,,,17.3978256,78.4515222,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084669,unknown,,,17.3977537,78.4515339,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084670,unknown,,,17.3975746,78.4519873,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084671,unknown,,,17.397469,78.4519375,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084672,unknown,,,17.3976449,78.4518025,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084673,unknown,,,17.3974166,78.4518417,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084674,unknown,,,17.3974029,78.4517189,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084675,unknown,,,17.3973387,78.4517258,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084676,unknown,,,17.3973446,78.4517856,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084677,unknown,,,17.3973594,78.45188,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084678,unknown,,,17.3973493,78.4518331,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084679,unknown,,,17.3973322,78.451953,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084680,unknown,,,17.3972713,78.4519584,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084681,unknown,,,17.397284,78.4518882,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084682,unknown,,,17.3972437,78.4519189,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084683,unknown,,,17.3972516,78.4518205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084684,unknown,,,17.3972497,78.4517957,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084685,unknown,,,17.3972541,78.4517813,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084686,unknown,,,17.3972701,78.4517257,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084687,unknown,,,17.397249,78.4516478,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084688,unknown,,,17.3972043,78.4515958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084689,unknown,,,17.3972019,78.451532,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084690,unknown,,,17.3972985,78.4515725,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084691,unknown,,,17.3973106,78.4515358,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084692,unknown,,,17.3972936,78.4514891,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084693,unknown,,,17.3972707,78.4513663,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084694,unknown,,,17.3971879,78.4514212,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084695,unknown,,,17.3971952,78.4514643,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084696,unknown,,,17.3971868,78.4516547,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084697,unknown,,,17.396868,78.4514706,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084698,unknown,,,17.3968714,78.4514751,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084699,unknown,,,17.3969415,78.4516915,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084700,unknown,,,17.3969268,78.4519217,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084701,unknown,,,17.3968626,78.451991,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084702,unknown,,,17.3968403,78.4519756,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084703,unknown,,,17.3966912,78.4520213,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084704,unknown,,,17.3967707,78.4517366,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084705,unknown,,,17.396598,78.4520512,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084706,unknown,,,17.3963192,78.451848,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084707,unknown,,,17.3962861,78.4517215,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084708,unknown,,,17.3964776,78.4518027,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084709,unknown,,,17.3964231,78.4516605,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084710,unknown,,,17.3962684,78.4515273,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084711,unknown,,,17.3963705,78.4514077,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084712,unknown,,,17.3967551,78.4516028,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084713,unknown,,,17.3967243,78.4514928,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084714,unknown,,,17.3966957,78.4513894,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084715,unknown,,,17.396808,78.4512415,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084716,unknown,,,17.3966548,78.4512789,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084717,unknown,,,17.3966315,78.4511776,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084718,unknown,,,17.3965998,78.4510704,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084719,unknown,,,17.3967773,78.4511239,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084720,unknown,,,17.3966125,78.4510608,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084721,unknown,,,17.3965382,78.4507543,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084722,unknown,,,17.3965621,78.4509552,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084723,unknown,,,17.3965339,78.4508437,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084724,unknown,,,17.396384,78.4507561,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084725,unknown,,,17.396332,78.4511031,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084726,unknown,,,17.3962092,78.4512987,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084727,unknown,,,17.3961784,78.4512961,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084728,unknown,,,17.3961434,78.4511697,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084729,unknown,,,17.3962493,78.4509552,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084730,unknown,,,17.3962209,78.4508364,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084731,unknown,,,17.3960686,78.4508851,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084732,unknown,,,17.395881,78.4507948,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084733,unknown,,,17.3958953,78.4509492,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084734,unknown,,,17.3957041,78.4507385,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084735,unknown,,,17.3957434,78.4508385,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084736,unknown,,,17.3957659,78.4509448,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084737,unknown,,,17.395809,78.4510553,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084738,unknown,,,17.3957216,78.4513098,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084739,unknown,,,17.3956757,78.4513655,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084740,unknown,,,17.3957414,78.4514987,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084741,unknown,,,17.395901,78.4515341,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084742,unknown,,,17.3958905,78.4513889,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084743,unknown,,,17.3962144,78.4514465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084744,unknown,,,17.3962391,78.4515728,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084745,unknown,,,17.3958451,78.4517537,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084746,unknown,,,17.3958488,78.4518601,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084747,unknown,,,17.3960095,78.4519348,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084748,unknown,,,17.3958556,78.4519734,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084749,unknown,,,17.3958281,78.4518271,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084750,unknown,,,17.395708,78.4518376,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084751,unknown,,,17.3957469,78.4520081,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084752,unknown,,,17.395588,78.451974,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084753,unknown,,,17.3957167,78.4523008,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084754,unknown,,,17.3958275,78.4522632,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084755,unknown,,,17.3959608,78.4522252,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084756,unknown,,,17.3961362,78.4523321,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084757,unknown,,,17.3960542,78.4523474,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084758,unknown,,,17.3959368,78.4522233,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084759,unknown,,,17.3959829,78.4523594,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084760,unknown,,,17.3962019,78.452495,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084761,unknown,,,17.3962277,78.4525754,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084762,unknown,,,17.3960797,78.4526168,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084763,unknown,,,17.3960661,78.4525351,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084764,unknown,,,17.3958923,78.4526369,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084765,unknown,,,17.3959012,78.4523822,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084766,unknown,,,17.3957342,78.4524432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084767,unknown,,,17.3956048,78.4524664,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084768,unknown,,,17.3956815,78.4526885,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084769,unknown,,,17.3956881,78.4528484,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084770,unknown,,,17.3957636,78.4528295,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084771,unknown,,,17.3959262,78.4527856,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084772,unknown,,,17.3958493,78.4528032,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084773,unknown,,,17.3956851,78.4530899,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084774,unknown,,,17.3957708,78.4530064,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084775,unknown,,,17.3960083,78.4533498,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084776,unknown,,,17.396049,78.4532044,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084777,unknown,,,17.3962235,78.4532708,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084778,unknown,,,17.3961854,78.4530424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084779,unknown,,,17.3961712,78.4529419,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084780,unknown,,,17.3960288,78.4528894,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084781,unknown,,,17.3961082,78.4527029,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084782,unknown,,,17.3961224,78.4527888,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084783,unknown,,,17.3962693,78.4527437,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084784,unknown,,,17.3962914,78.4528242,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084785,unknown,,,17.3964855,78.4527704,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084786,unknown,,,17.3965026,78.4528533,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084787,unknown,,,17.3965217,78.4529292,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084788,unknown,,,17.3963313,78.4529958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084789,unknown,,,17.3963085,78.4529024,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084790,unknown,,,17.3963193,78.4532363,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084791,unknown,,,17.396425,78.4533383,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084792,unknown,,,17.3963574,78.4530838,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084793,unknown,,,17.3965313,78.4531289,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084794,unknown,,,17.3964598,78.4531777,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084795,unknown,,,17.3965793,78.4532973,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084796,unknown,,,17.3966452,78.4532679,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084797,unknown,,,17.3966464,78.4531841,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084798,unknown,,,17.3967279,78.4531863,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084799,unknown,,,17.3966965,78.4530957,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084800,unknown,,,17.396685,78.4530357,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084801,unknown,,,17.3966798,78.4529098,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084802,unknown,,,17.3966483,78.4528134,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084803,unknown,,,17.3966136,78.4527262,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084804,unknown,,,17.3967517,78.4525525,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084805,unknown,,,17.3966969,78.4524097,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084806,unknown,,,17.3965621,78.4524809,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084807,unknown,,,17.3965753,78.4525692,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084808,unknown,,,17.3965977,78.4526451,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084809,unknown,,,17.3964722,78.4526833,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084810,unknown,,,17.3963296,78.4526293,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084811,unknown,,,17.3962459,78.4526516,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084812,unknown,,,17.3963979,78.4524365,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084813,unknown,,,17.3964196,78.452516,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084814,unknown,,,17.3964106,78.4524276,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084815,unknown,,,17.3964724,78.4521138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084816,unknown,,,17.3963622,78.4521345,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084817,unknown,,,17.3962758,78.4521526,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084818,unknown,,,17.3962877,78.4521393,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084819,unknown,,,17.3963709,78.4521188,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084820,unknown,,,17.3964358,78.4519796,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084821,unknown,,,17.3965077,78.4519466,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084822,unknown,,,17.3966195,78.4521922,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084823,unknown,,,17.3967724,78.4523864,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084824,unknown,,,17.3968079,78.4521656,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084825,unknown,,,17.3967004,78.4521651,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084826,unknown,,,17.3968994,78.4521376,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084827,unknown,,,17.3970256,78.452319,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084828,unknown,,,17.3968666,78.4523652,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084829,unknown,,,17.3968543,78.4523681,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084830,unknown,,,17.3967925,78.4527144,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084831,unknown,,,17.3968842,78.4526957,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084832,unknown,,,17.3969938,78.4526422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084833,unknown,,,17.3970549,78.4524762,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084834,unknown,,,17.3969739,78.4524979,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084835,unknown,,,17.3971394,78.4524467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084836,unknown,,,17.3971066,78.452627,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084837,unknown,,,17.3971802,78.4526128,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084838,unknown,,,17.3973515,78.4523017,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084839,unknown,,,17.3970384,78.4522985,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084840,unknown,,,17.3972819,78.4521057,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084841,unknown,,,17.3972883,78.4520232,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084842,unknown,,,17.3973817,78.4520402,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084843,unknown,,,17.3974702,78.452046,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084844,unknown,,,17.3973882,78.4521372,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084845,unknown,,,17.3973622,78.4522543,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084846,unknown,,,17.3974737,78.4521648,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084847,unknown,,,17.3975128,78.4521643,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084848,unknown,,,17.3975207,78.4522633,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084849,unknown,,,17.3975492,78.4522503,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084850,unknown,,,17.3975446,78.4522038,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084851,unknown,,,17.3975066,78.4521027,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084852,unknown,,,17.3974995,78.4520995,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B084853,unknown,,,17.3974797,78.4520531,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
