building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone
B050646,unknown,,,17.3582143,78.4862226,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050647,unknown,,,17.3583121,78.4861603,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050648,unknown,,,17.3582859,78.486275,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050649,unknown,,,17.3581955,78.4862904,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050650,unknown,,,17.3582007,78.4865631,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050651,unknown,,,17.3583688,78.4865191,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050652,unknown,,,17.3583807,78.4864221,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050653,unknown,,,17.3583888,78.4864058,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050654,unknown,,,17.3584649,78.4864583,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050655,unknown,,,17.3585537,78.4865597,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050656,unknown,,,17.358585,78.4866497,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050657,unknown,,,17.3585774,78.4864442,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050658,unknown,,,17.3584305,78.4861774,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050659,unknown,,,17.3585623,78.4862121,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050660,unknown,,,17.3586535,78.4862926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050661,unknown,,,17.358796,78.4863305,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050662,unknown,,,17.3590612,78.4862007,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050663,unknown,,,17.359057,78.4863746,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050664,unknown,,,17.3588629,78.4863441,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050665,unknown,,,17.3590503,78.4864571,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050666,unknown,,,17.3589367,78.4865148,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050667,unknown,,,17.3588352,78.4863605,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050668,unknown,,,17.3586563,78.4865468,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050669,unknown,,,17.3587401,78.4864658,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050670,unknown,,,17.3586425,78.4867777,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050671,unknown,,,17.3587298,78.4868596,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050672,unknown,,,17.3588239,78.4868234,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050673,unknown,,,17.3589389,78.4866549,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050674,unknown,,,17.3589251,78.4866038,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050675,unknown,,,17.3589795,78.4868879,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050676,unknown,,,17.3588832,78.4868626,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050677,unknown,,,17.3590237,78.4869692,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050678,unknown,,,17.3590085,78.4871161,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050679,unknown,,,17.3589458,78.4870997,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050680,unknown,,,17.3589494,78.487085,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050681,unknown,,,17.3588831,78.4869836,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050682,unknown,,,17.3588403,78.4870737,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050683,unknown,,,17.3588872,78.4870347,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050684,unknown,,,17.3588722,78.4869509,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050685,unknown,,,17.3588102,78.4868824,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050686,unknown,,,17.3587738,78.4869875,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050687,unknown,,,17.3587254,78.4869259,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050688,unknown,,,17.3587002,78.4869728,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050689,unknown,,,17.3587728,78.4871102,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050690,unknown,,,17.3585875,78.4870038,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050691,unknown,,,17.3585324,78.4870205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050692,unknown,,,17.3585285,78.4871159,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050693,unknown,,,17.3584385,78.4870373,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050694,unknown,,,17.3584757,78.4869573,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050695,unknown,,,17.3585996,78.4869622,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050696,unknown,,,17.3585964,78.4869658,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050697,unknown,,,17.3586215,78.486868,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050698,unknown,,,17.3583646,78.4867993,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050699,unknown,,,17.3585167,78.4868602,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050700,unknown,,,17.3583899,78.4868836,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050701,unknown,,,17.358339,78.4868971,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050702,unknown,,,17.35821,78.4866827,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050703,unknown,,,17.3582168,78.4870074,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050704,unknown,,,17.3582667,78.4869177,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050705,unknown,,,17.3583921,78.4868883,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050706,unknown,,,17.3583919,78.4869403,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050707,unknown,,,17.3583824,78.4869865,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050708,unknown,,,17.358295,78.4869756,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050709,unknown,,,17.3583511,78.4871623,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050710,unknown,,,17.3582511,78.4872847,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050711,unknown,,,17.3581466,78.487255,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050712,unknown,,,17.358279,78.4873706,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050713,unknown,,,17.3583069,78.4873201,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050714,unknown,,,17.3583447,78.4873389,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050715,unknown,,,17.3584416,78.4874221,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050716,unknown,,,17.3585502,78.4874042,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050717,unknown,,,17.35854,78.4874478,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050718,unknown,,,17.3583949,78.4875863,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050719,unknown,,,17.3582678,78.487476,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050720,unknown,,,17.3581811,78.4875641,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050721,unknown,,,17.3583104,78.4878222,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050722,unknown,,,17.3582714,78.4878926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050723,unknown,,,17.358249,78.4879577,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050724,unknown,,,17.3583593,78.4879253,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050725,unknown,,,17.3586206,78.4880263,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050726,unknown,,,17.3585434,78.4879884,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050727,unknown,,,17.358584,78.4877404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050728,unknown,,,17.3587116,78.4876837,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050729,unknown,,,17.3588002,78.4877936,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050730,unknown,,,17.3586574,78.4879659,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050731,unknown,,,17.3586036,78.4881303,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050732,unknown,,,17.3589075,78.4880739,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050733,unknown,,,17.3589821,78.4881303,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050734,unknown,,,17.3590188,78.4881382,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050735,unknown,,,17.358913,78.4878618,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050736,unknown,,,17.3591101,78.4875039,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050737,unknown,,,17.3590818,78.4874551,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050738,unknown,,,17.3586416,78.4875436,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050739,unknown,,,17.3587225,78.4874908,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050740,unknown,,,17.3589077,78.4874975,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050741,unknown,,,17.3587952,78.4873237,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050742,unknown,,,17.3587204,78.4872386,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050743,unknown,,,17.3586896,78.4872349,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050744,unknown,,,17.3588249,78.4872924,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050745,unknown,,,17.3588412,78.4872769,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050746,unknown,,,17.3589063,78.4871683,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050747,unknown,,,17.3589226,78.4871363,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050748,unknown,,,17.358909,78.4872322,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050749,unknown,,,17.3591062,78.4873581,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050750,unknown,,,17.3593664,78.4873696,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050751,unknown,,,17.3595617,78.4874955,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050752,unknown,,,17.3596228,78.4873817,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050753,unknown,,,17.3593568,78.4875069,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050754,unknown,,,17.3593581,78.4873837,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050755,unknown,,,17.3592795,78.4878462,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050756,unknown,,,17.3592714,78.4882308,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050757,unknown,,,17.3594289,78.4878956,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050758,unknown,,,17.3595481,78.488075,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050759,unknown,,,17.3595871,78.487921,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050760,unknown,,,17.3595225,78.4879132,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050761,unknown,,,17.3595434,78.4878128,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050762,unknown,,,17.359529,78.4878783,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050763,unknown,,,17.3593605,78.487837,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050764,unknown,,,17.3597283,78.4878657,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050765,unknown,,,17.3597523,78.4877578,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050766,unknown,,,17.359607,78.488051,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050767,unknown,,,17.3596143,78.4880469,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050768,unknown,,,17.3595902,78.4880802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050769,unknown,,,17.3595686,78.48818,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050770,unknown,,,17.3597003,78.4880513,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050771,unknown,,,17.359675,78.4881362,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050772,unknown,,,17.3597138,78.4879865,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050773,unknown,,,17.3599348,78.4879557,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050774,unknown,,,17.3598366,78.4880467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050775,unknown,,,17.3599809,78.4881012,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050776,unknown,,,17.3601242,78.4879838,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050777,unknown,,,17.3600084,78.4879208,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050778,unknown,,,17.3600049,78.4877818,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050779,unknown,,,17.359995,78.4878961,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050780,unknown,,,17.3599256,78.4877701,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050781,unknown,,,17.3598707,78.4877443,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050782,unknown,,,17.3598707,78.4877443,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050783,unknown,,,17.359889,78.4876767,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050784,unknown,,,17.3599463,78.4876354,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050785,unknown,,,17.3599394,78.4877599,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050786,unknown,,,17.360023,78.4877321,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050787,unknown,,,17.359928,78.4876156,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050788,unknown,,,17.3600848,78.4876342,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050789,unknown,,,17.3599997,78.4874658,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050790,unknown,,,17.3600419,78.4874801,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050791,unknown,,,17.3598647,78.4876628,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050792,unknown,,,17.3596453,78.4877041,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050793,unknown,,,17.3596785,78.4875592,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050794,unknown,,,17.3597691,78.4874237,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050795,unknown,,,17.3597377,78.4872216,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050796,unknown,,,17.3598848,78.4872019,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050797,unknown,,,17.3599244,78.4873266,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050798,unknown,,,17.3599342,78.4871952,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050799,unknown,,,17.3599612,78.4872037,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050800,unknown,,,17.3598501,78.4871514,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050801,unknown,,,17.3598156,78.4869515,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050802,unknown,,,17.3600429,78.4870744,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050803,unknown,,,17.3598173,78.4865585,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050804,unknown,,,17.3597644,78.4866565,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050805,unknown,,,17.3596573,78.4866296,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050806,unknown,,,17.3596285,78.4869566,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050807,unknown,,,17.3596602,78.4869475,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050808,unknown,,,17.3597193,78.4869673,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050809,unknown,,,17.3597711,78.4869822,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050810,unknown,,,17.3597992,78.4870472,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050811,unknown,,,17.3596472,78.4871928,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050812,unknown,,,17.3595063,78.4870168,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050813,unknown,,,17.3593935,78.4869284,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050814,unknown,,,17.3593933,78.486946,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050815,unknown,,,17.3592438,78.4870884,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050816,unknown,,,17.3591214,78.4868397,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050817,unknown,,,17.3592735,78.486876,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050818,unknown,,,17.359294,78.4869679,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050819,unknown,,,17.3593162,78.4868942,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050820,unknown,,,17.3593016,78.4867999,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050821,unknown,,,17.3592399,78.4867798,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050822,unknown,,,17.3593943,78.4867479,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050823,unknown,,,17.3595383,78.4869046,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050824,unknown,,,17.3594054,78.4863195,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050825,unknown,,,17.3592656,78.4862296,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050826,unknown,,,17.3595719,78.4861844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050827,unknown,,,17.359696,78.4862031,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050828,unknown,,,17.3597522,78.4861731,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050829,unknown,,,17.3596666,78.4865693,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050830,unknown,,,17.3596814,78.4865192,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050831,unknown,,,17.3596858,78.4865068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050832,unknown,,,17.3599039,78.486498,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050833,unknown,,,17.3598171,78.4865398,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050834,unknown,,,17.3598688,78.4862151,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050835,unknown,,,17.3598739,78.4861455,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050836,unknown,,,17.3598789,78.4861591,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050837,unknown,,,17.3600463,78.4862202,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050838,unknown,,,17.3601021,78.4861455,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050839,unknown,,,17.3601634,78.4861373,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050840,unknown,,,17.3600839,78.4862701,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050841,unknown,,,17.3602304,78.4862918,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050842,unknown,,,17.3602295,78.4862782,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050843,unknown,,,17.3604029,78.4861749,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050844,unknown,,,17.3603867,78.4862562,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050845,unknown,,,17.3604202,78.4862766,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050846,unknown,,,17.3603044,78.486365,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050847,unknown,,,17.3603539,78.486395,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050848,unknown,,,17.3604241,78.4865665,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050849,unknown,,,17.3604692,78.4866346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050850,unknown,,,17.3603912,78.4865985,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050851,unknown,,,17.3603592,78.4865918,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050852,unknown,,,17.3603174,78.4864951,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050853,unknown,,,17.3602042,78.4866426,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050854,unknown,,,17.36008,78.4864422,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050855,unknown,,,17.3601446,78.486636,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050856,unknown,,,17.3601934,78.4867965,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050857,unknown,,,17.3600827,78.4870274,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050858,unknown,,,17.3601631,78.4871008,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050859,unknown,,,17.3603652,78.4869588,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050860,unknown,,,17.3603238,78.4871503,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050861,unknown,,,17.3603471,78.4867157,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050862,unknown,,,17.3603689,78.4867135,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050863,unknown,,,17.3603724,78.4866802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050864,unknown,,,17.3605295,78.4870119,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050865,unknown,,,17.3606927,78.4870117,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050866,unknown,,,17.3609134,78.486741,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050867,unknown,,,17.3608155,78.4868954,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050868,unknown,,,17.3606905,78.4868751,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050869,unknown,,,17.3608144,78.4867121,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050870,unknown,,,17.3609759,78.4864374,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050871,unknown,,,17.36058,78.486626,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050872,unknown,,,17.3605239,78.4866327,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050873,unknown,,,17.360625,78.4864196,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050874,unknown,,,17.3606705,78.486236,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050875,unknown,,,17.3606268,78.4863313,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050876,unknown,,,17.3605376,78.4863013,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050877,unknown,,,17.3606253,78.4863197,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050878,unknown,,,17.3605649,78.4861475,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050879,unknown,,,17.3606529,78.4861932,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050880,unknown,,,17.3606753,78.4862114,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050881,unknown,,,17.3607307,78.4862871,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B050882,unknown,,,17.3607813,78.4864157,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
